,Unnamed: 0,Race,Rank,Number,Distance,Meeting Name 2,Fixed Open Price,Number of runners,Fixed Open Price Order,weatherCondition,trackCondition,Betting Status
96,96,4,1,7,1905,11,2.4,12,2,1,2,1
97,97,4,3,4,1905,11,21,12,9,1,2,0
98,98,4,2,9,1905,11,7,12,4,1,2,0
99,99,4,5,2,1905,11,5.5,12,3,1,2,0
100,100,5,2,2,1405,11,4.2,11,3,1,2,0
101,101,5,1,1,1405,11,3.4,11,2,1,2,1
102,102,5,3,8,1405,11,26,11,10,1,2,0
103,103,5,4,5,1405,11,10,11,7,1,2,1
104,104,5,5,7,1405,11,19,11,9,1,2,0
105,105,6,4,5,1255,11,21,12,12,1,2,0
106,106,6,2,1,1255,11,6.5,12,3,1,2,0
107,107,6,3,3,1255,11,6,12,4,1,2,1
108,108,6,1,6,1255,11,4,12,1,1,2,1
109,109,6,5,12,1255,11,41,12,11,1,2,1
110,110,7,2,7,1255,11,8.5,12,6,1,2,0
111,111,7,3,5,1255,11,7,12,6,1,2,0
112,112,7,4,12,1255,11,7.5,12,3,1,2,0
113,113,7,1,10,1255,11,10,12,4,1,2,0
114,114,7,5,1,1255,11,6.5,12,5,1,2,1
115,115,1,4,6,1850,86,16,14,9,0,2,0
116,116,1,5,3,1850,86,8,14,2,0,2,1
117,117,1,1,5,1850,86,2.6,14,1,0,2,1
118,118,1,2,1,1850,86,34,14,7,0,2,0
119,119,1,3,14,1850,86,4.4,14,3,0,2,0
120,120,2,2,6,1100,86,5.5,11,4,0,2,0
121,121,2,3,9,1100,86,3.7,11,3,0,2,0
122,122,2,4,1,1100,86,12,11,9,0,2,0
123,123,2,5,2,1100,86,14,11,6,0,2,1
124,124,2,1,8,1100,86,3.7,11,2,0,2,0
125,125,3,1,1,1100,86,6,11,5,0,2,0
126,126,3,2,4,1100,86,3.3,11,3,0,2,0
127,127,3,3,6,1100,86,3.9,11,2,0,2,1
128,128,3,4,11,1100,86,4,11,1,0,2,1
129,129,3,5,13,1100,86,15,11,7,0,2,0
130,130,4,3,4,1100,86,5.5,11,8,0,2,1
131,131,4,5,5,1100,86,7.5,11,7,0,2,0
132,132,4,2,6,1100,86,5.5,11,6,0,2,0
133,133,4,4,7,1100,86,5.5,11,9,0,2,1
134,134,4,1,9,1100,86,3.2,11,5,0,2,1
135,135,5,5,5,1450,86,10,10,7,0,2,0
136,136,5,3,8,1450,86,8,10,4,0,2,0
137,137,5,2,10,1450,86,5,10,6,0,2,1
138,138,5,4,1,1450,86,7.5,10,3,0,2,1
139,139,5,1,6,1450,86,2.7,10,2,0,2,1
140,140,6,2,3,1450,86,9,8,3,0,2,1
141,141,6,1,5,1450,86,4,8,4,0,2,1
142,142,6,5,6,1450,86,15,8,7,0,2,0
143,143,6,4,4,1450,86,2.6,8,1,0,2,1
144,144,6,3,1,1450,86,11,8,6,0,2,0
145,145,7,1,2,1450,86,6,10,6,0,2,1
146,146,7,4,8,1450,86,4.4,10,2,0,2,1
147,147,7,2,1,1450,86,16,10,10,0,2,0
148,148,7,3,4,1450,86,10,10,5,0,2,0
149,149,7,5,3,1450,86,6,10,4,0,2,1
150,150,8,5,3,1850,86,5.5,13,5,0,2,0
151,151,8,4,10,1850,86,8,13,4,0,2,1
152,152,8,3,9,1850,86,3.9,13,3,0,2,1
153,153,8,2,7,1850,86,8.5,13,6,0,2,0
154,154,8,1,8,1850,86,9,13,8,0,2,0
155,155,9,4,6,1100,86,4,10,7,0,2,1
156,156,9,3,5,1100,86,8,10,5,0,2,0
157,157,9,5,10,1100,86,5,10,6,0,2,0
158,158,9,2,3,1100,86,6,10,8,0,2,0
159,159,9,1,4,1100,86,4.4,10,10,0,2,1
160,160,1,3,9,1000,121,26,10,12,1,2,0
161,161,1,5,2,1000,121,14,10,8,1,2,1
162,162,1,2,8,1000,121,4.6,10,5,1,2,0
163,163,2,5,6,1400,121,5,11,6,1,2,1
164,164,2,2,1,1400,121,4.2,11,4,1,2,1
165,165,2,1,3,1400,121,2.25,11,3,1,2,1
166,166,2,3,13,1400,121,34,11,8,1,2,0
167,167,3,1,7,1600,121,8,9,6,1,2,1
168,168,3,3,8,1600,121,13,9,7,1,2,1
169,169,3,5,4,1600,121,19,9,8,1,2,0
170,170,3,2,5,1600,121,6.5,9,5,1,2,0
171,171,3,4,12,1600,121,4.2,9,4,1,2,1
172,172,4,1,12,2000,121,2.8,12,2,1,2,0
173,173,4,2,3,2000,121,4.2,12,1,1,2,1
174,174,4,3,11,2000,121,5.5,12,3,1,2,1
175,175,4,5,2,2000,121,26,12,7,1,2,0
176,176,4,4,4,2000,121,26,12,8,1,2,0
177,177,5,5,3,1600,121,8,6,3,1,2,0
178,178,5,2,7,1600,121,41,6,6,1,2,0
179,179,5,4,5,1600,121,11,6,4,1,2,1
180,180,5,3,4,1600,121,4.4,6,5,1,2,0
181,181,5,1,1,1600,121,1.75,6,1,1,2,1
182,182,6,2,1,1400,121,6.5,10,5,1,2,0
183,183,6,4,6,1400,121,2.4,10,2,1,2,1
184,184,6,1,8,1400,121,4,10,1,1,2,0
185,185,6,3,5,1400,121,10,10,4,1,2,0
186,186,6,5,9,1400,121,6.5,10,6,1,2,1
187,187,7,3,8,1200,121,11,9,4,1,2,0
188,188,7,4,9,1200,121,6.5,9,6,1,2,0
189,189,7,1,2,1200,121,9.5,9,9,1,2,0
190,190,7,5,3,1200,121,2.5,9,2,1,2,1
191,191,7,2,7,1200,121,8,9,3,1,2,1
192,192,8,1,6,1200,121,11,12,7,1,2,0
193,193,8,5,2,1200,121,4.4,12,3,1,2,1
194,194,8,4,5,1200,121,11,12,8,1,2,0
195,195,8,2,9,1200,121,4.6,12,6,1,2,0
196,196,8,3,11,1200,121,9,12,5,1,2,1
197,197,1,5,3,1000,125,34,7,7,0,2,0
198,198,1,4,1,1000,125,12,7,5,0,2,0
199,199,1,2,2,1000,125,7.5,7,2,0,2,1
200,200,1,3,6,1000,125,3.8,7,4,0,2,0
201,201,1,1,4,1000,125,1.45,7,1,0,2,1
202,202,2,1,2,1600,125,5,10,3,0,2,0
203,203,2,5,9,1600,125,19,10,6,0,2,0
204,204,2,3,6,1600,125,34,10,7,0,2,1
205,205,2,4,7,1600,125,19,10,5,0,2,0
206,206,2,2,10,1600,125,10,10,4,0,2,0
207,207,3,2,6,1300,125,4.2,10,2,0,2,0
208,208,3,5,1,1300,125,26,10,6,0,2,0
209,209,3,4,3,1300,125,7,10,7,0,2,0
210,210,3,1,5,1300,125,2.25,10,1,0,2,1
211,211,3,3,11,1300,125,12,10,3,0,2,1
212,212,4,4,7,1300,125,12,9,4,0,2,1
213,213,4,3,3,1300,125,4.8,9,3,0,2,1
214,214,4,5,5,1300,125,14,9,8,0,2,0
215,215,4,2,6,1300,125,8,9,5,0,2,0
216,216,4,1,12,1300,125,2.1,9,2,0,2,0
217,217,5,3,2,2000,125,10,10,8,0,2,0
218,218,5,2,12,2000,125,6.5,10,9,0,2,1
219,219,5,4,3,2000,125,3.7,10,4,0,2,0
220,220,5,1,4,2000,125,3.8,10,5,0,2,1
221,221,5,5,6,2000,125,7,10,6,0,2,1
222,222,6,1,2,1200,125,12,8,7,0,2,1
223,223,6,3,4,1200,125,4,8,4,0,2,1
224,224,6,2,3,1200,125,2.7,8,3,0,2,1
225,225,6,5,8,1200,125,4.2,8,5,0,2,0
226,226,6,4,10,1200,125,4.8,8,6,0,2,0
227,227,7,2,9,1500,125,15,12,5,0,2,1
228,228,7,1,3,1500,125,15,12,7,0,2,0
229,229,7,5,5,1500,125,10,12,3,0,2,0
230,230,7,4,11,1500,125,19,12,7,0,2,0
231,231,7,3,4,1500,125,4.4,12,2,0,2,0
232,232,1,1,5,1050,133,4,8,4,0,2,1
233,233,1,3,4,1050,133,6,8,2,0,2,1
234,234,1,4,6,1050,133,18,8,6,0,2,0
235,235,1,2,7,1050,133,12,8,2,0,2,1
236,236,1,5,8,1050,133,26,8,5,0,2,0
237,237,2,5,2,1050,133,4.6,8,4,0,2,0
238,238,2,4,5,1050,133,14,8,7,0,2,1
239,239,2,1,1,1050,133,2.1,8,2,0,2,1
240,240,2,2,3,1050,133,6.5,8,5,0,2,0
241,241,2,3,4,1050,133,10,8,6,0,2,0
242,242,3,1,1,1050,133,2.3,8,1,0,2,0
243,243,3,2,3,1050,133,10,8,5,0,2,1
244,244,3,3,5,1050,133,15,8,3,0,2,1
245,245,3,5,6,1050,133,23,8,7,0,2,0
246,246,4,2,8,1050,133,5.5,7,5,0,2,0
247,247,4,1,5,1050,133,3.3,7,2,0,2,0
248,248,4,5,1,1050,133,23,7,7,0,2,0
249,249,4,4,3,1050,133,3.2,7,3,0,2,1
250,250,5,4,2,1500,133,3.7,7,3,0,2,0
251,251,5,2,5,1500,133,7,7,4,0,2,0
252,252,5,3,3,1500,133,3.3,7,2,0,2,1
253,253,5,1,1,1500,133,3.5,7,1,0,2,1
254,254,5,5,7,1500,133,10,7,6,0,2,0
255,255,6,1,1,1400,133,4.6,7,5,0,2,1
256,256,6,5,4,1400,133,12,7,7,0,2,0
257,257,6,2,3,1400,133,3,7,2,0,2,1
258,258,6,3,3,1400,133,3,7,2,0,2,1
259,259,6,4,5,1400,133,4.6,7,3,0,2,0
260,260,7,1,5,1100,133,7.5,10,2,0,2,1
261,261,7,3,1,1100,133,8.5,10,8,0,2,0
262,262,7,4,8,1100,133,51,10,10,0,2,0
263,263,7,5,4,1100,133,3.8,10,4,0,2,0
264,264,8,3,9,1300,133,4.6,10,4,0,2,1
265,265,8,1,6,1300,133,12,10,6,0,2,1
266,266,8,4,5,1300,133,5,10,5,0,2,0
267,267,8,5,7,1300,133,14,10,9,0,2,1
268,268,1,2,2,1200,170,3.8,7,3,0,2,0
269,269,1,1,5,1200,170,3.5,7,1,0,2,1
270,270,1,3,6,1200,170,8.5,7,2,0,2,1
271,271,1,4,7,1200,170,6.5,7,6,0,2,0
272,272,1,5,9,1200,170,15,7,8,0,2,0
273,273,2,3,7,1350,170,4.8,6,4,0,2,0
274,274,2,2,2,1350,170,7,6,1,0,2,0
275,275,2,1,1,1350,170,2.7,6,2,0,2,1
276,276,2,5,5,1350,170,31,6,9,0,2,0
277,277,2,4,8,1350,170,6,6,3,0,2,1
278,278,3,4,7,1600,170,5.5,9,2,0,2,0
279,279,3,5,4,1600,170,9.5,9,6,0,2,0
280,280,3,2,8,1600,170,8,9,3,0,2,1
281,281,3,1,9,1600,170,1.85,9,1,0,2,1
282,282,3,3,1,1600,170,21,9,8,0,2,0
283,283,4,3,2,1000,170,31,9,7,0,2,0
284,284,4,4,1,1000,170,5.5,9,5,0,2,1
285,285,4,2,9,1000,170,2.7,9,1,0,2,1
286,286,4,5,5,1000,170,8.5,9,3,0,2,0
287,287,4,1,4,1000,170,6.5,9,2,0,2,1
288,288,5,4,5,1200,170,11,9,7,0,2,0
289,289,5,1,1,1200,170,7,9,5,0,2,1
290,290,5,3,3,1200,170,15,9,4,0,2,1
291,291,5,5,4,1200,170,6,9,2,0,2,1
292,292,5,2,6,1200,170,2.4,9,1,0,2,0
293,293,6,3,5,1200,170,8,6,3,0,2,1
294,294,6,1,2,1200,170,4.4,6,2,0,2,1
295,295,6,2,3,1200,170,3,6,1,0,2,0
296,296,6,5,1,1200,170,18,6,6,0,2,0
297,297,7,1,2,1350,170,7,11,6,0,2,0
298,298,7,5,8,1350,170,6,11,3,0,2,1
299,299,7,4,1,1350,170,31,11,12,0,2,1
300,300,7,2,3,1350,170,4.6,11,2,0,2,1
301,301,7,3,6,1350,170,3.9,11,5,0,2,0
302,302,8,5,2,1600,170,9.5,8,4,0,2,0
303,303,8,4,3,1600,170,8.5,8,5,0,2,1
304,304,8,2,1,1600,170,2.6,8,2,0,2,1
305,305,8,3,5,1600,170,11,8,3,0,2,1
306,306,8,1,4,1600,170,2.1,8,1,0,2,0
307,307,1,4,6,800,78,11,9,4,1,4,0
308,308,1,1,3,800,78,1.33,9,2,1,4,1
309,309,1,2,4,800,78,34,9,7,1,4,0
310,310,1,3,7,800,78,12,9,5,1,4,1
311,311,1,5,8,800,78,61,9,8,1,4,0
312,312,2,5,6,1200,78,4.4,8,3,1,4,1
313,313,2,1,1,1200,78,4.6,8,1,1,4,0
314,314,2,4,5,1200,78,3.9,8,2,1,4,1
315,315,2,2,8,1200,78,4,8,4,1,4,1
316,316,2,3,3,1200,78,4.2,8,5,1,4,0
317,317,3,3,5,1200,78,2.6,7,3,1,4,0
318,318,3,4,1,1200,78,13,7,5,1,4,1
319,319,3,1,4,1200,78,2.5,7,4,1,4,1
320,320,3,2,7,1200,78,19,7,8,1,4,0
321,321,3,5,8,1200,78,5,7,6,1,4,0
322,322,4,2,1,1666,78,3.6,7,4,1,4,0
323,323,4,4,6,1666,78,26,7,6,1,4,0
324,324,4,3,3,1666,78,2.7,7,2,1,4,0
325,325,4,5,5,1666,78,5,7,5,1,4,0
326,326,4,1,2,1666,78,3.1,7,3,1,4,1
327,327,5,5,4,1000,78,5.5,8,6,1,4,1
328,328,5,3,7,1000,78,10,8,8,1,4,0
329,329,5,1,1,1000,78,1.85,8,4,1,4,1
330,330,5,2,5,1000,78,7,8,7,1,4,0
331,331,5,4,8,1000,78,4,8,5,1,4,1
332,332,6,4,10,1350,78,26,10,5,1,4,0
333,333,6,1,3,1350,78,5,10,3,1,4,0
334,334,6,5,8,1350,78,12,10,4,1,4,0
335,335,6,3,1,1350,78,2.5,10,2,1,4,1
336,336,6,2,4,1350,78,3.3,10,1,1,4,1
337,337,7,1,3,1350,78,4.4,7,4,1,4,0
338,338,7,4,6,1350,78,4.6,7,7,1,4,0
339,339,7,3,1,1350,78,3.3,7,3,1,4,1
340,340,1,1,1,1200,98,4.4,6,4,3,2,0
341,341,1,4,2,1200,98,5,6,5,3,2,1
342,342,1,5,3,1200,98,2.7,6,3,3,2,0
343,343,1,2,4,1200,98,4,6,2,3,2,1
344,344,1,3,8,1200,98,6,6,6,3,2,0
345,345,2,5,1,1600,98,10,8,7,3,2,0
346,346,2,4,6,1600,98,16,8,8,3,2,0
347,347,2,2,7,1600,98,9,8,5,3,2,1
348,348,2,1,8,1600,98,3.9,8,3,3,2,0
349,349,2,3,4,1600,98,2.5,8,2,3,2,1
350,350,3,3,4,2040,98,5,6,6,3,2,0
351,351,3,4,7,2040,98,8.5,6,7,3,2,0
352,352,3,5,2,2040,98,5.5,6,5,3,2,1
353,353,3,2,5,2040,98,3.1,6,3,3,2,0
354,354,3,1,3,2040,98,3,6,1,3,2,1
355,355,4,1,6,1200,98,6.5,9,9,3,2,0
356,356,4,4,1,1200,98,16,9,12,3,2,0
357,357,4,2,2,1200,98,2.25,9,4,3,2,0
358,358,4,5,14,1200,98,10,9,5,3,2,1
359,359,5,2,5,955,98,4.8,8,9,3,2,0
360,360,5,3,8,955,98,12,8,12,3,2,0
361,361,5,5,7,955,98,13,8,13,3,2,0
362,362,5,1,4,955,98,3.5,8,6,3,2,1
363,363,5,4,1,955,98,4.6,8,7,3,2,0
364,364,6,4,9,2500,98,16,8,6,3,2,0
365,365,6,5,3,2500,98,4.8,8,3,3,2,0
366,366,6,3,4,2500,98,13,8,4,3,2,1
367,367,7,4,9,1200,98,5,10,4,3,2,1
368,368,7,5,1,1200,98,16,10,11,3,2,0
369,369,7,3,2,1200,98,3.1,10,3,3,2,0
370,370,7,1,5,1200,98,8.5,10,8,3,2,0
371,371,7,2,6,1200,98,10,10,6,3,2,0
372,372,8,3,4,1200,98,9.5,9,9,3,2,0
373,373,8,1,1,1200,98,7,9,4,3,2,0
374,374,8,4,9,1200,98,5,9,6,3,2,0
375,375,8,5,8,1200,98,3.8,9,3,3,2,1
376,376,1,5,7,1280,110,5,10,4,0,2,0
377,377,1,3,2,1280,110,10,10,5,0,2,0
378,378,1,2,8,1280,110,3.8,10,2,0,2,0
379,379,1,1,4,1280,110,3.3,10,1,0,2,1
380,380,1,4,11,1280,110,5.5,10,3,0,2,1
381,381,2,4,4,1450,110,3,11,3,0,2,1
382,382,2,2,1,1450,110,5,11,1,0,2,0
383,383,2,5,2,1450,110,4.8,11,2,0,2,0
384,384,2,3,5,1450,110,7,11,5,0,2,1
385,385,2,1,6,1450,110,6.5,11,4,0,2,1
386,386,3,1,4,900,110,13,12,5,0,2,1
387,387,3,3,9,900,110,5,12,4,0,2,0
388,388,3,2,2,900,110,3.1,12,3,0,2,1
389,389,3,4,7,900,110,10,12,11,0,2,0
390,390,3,5,14,900,110,19,12,14,0,2,0
391,391,4,2,6,1280,110,4.4,8,3,0,2,1
392,392,4,5,1,1280,110,14,8,6,0,2,1
393,393,4,4,2,1280,110,4,8,2,0,2,0
394,394,4,1,4,1280,110,2.4,8,1,0,2,1
395,395,4,3,5,1280,110,5,8,3,0,2,0
396,396,5,5,1,1750,110,4,11,3,0,2,0
397,397,5,4,9,1750,110,26,11,7,0,2,0
398,398,5,2,7,1750,110,17,11,5,0,2,0
399,399,5,1,2,1750,110,3.1,11,1,0,2,1
400,400,5,3,3,1750,110,5,11,2,0,2,1
401,401,6,3,8,1500,110,8.5,10,6,0,2,0
402,402,6,4,9,1500,110,12,10,2,0,2,0
403,403,6,1,5,1500,110,6.5,10,4,0,2,0
404,404,6,2,1,1500,110,3,10,1,0,2,1
405,405,6,5,2,1500,110,7.5,10,3,0,2,1
406,406,7,1,5,1280,110,10,11,3,0,2,0
407,407,7,4,4,1280,110,6.5,11,5,0,2,1
408,408,7,3,1,1280,110,3.4,11,2,0,2,1
409,409,7,5,9,1280,110,17,11,6,0,2,0
410,410,7,2,3,1280,110,2.5,11,1,0,2,1
411,411,8,1,11,900,110,31,9,7,0,2,0
412,412,8,5,7,900,110,19,9,10,0,2,0
413,413,8,2,2,900,110,4.8,9,3,0,2,0
414,414,8,4,5,900,110,6,9,6,0,2,1
415,415,1,2,1,1190,113,4,6,2,1,2,1
416,416,1,3,2,1190,113,4,6,3,1,2,0
417,417,1,1,3,1190,113,1.75,6,1,1,2,1
418,418,1,5,4,1190,113,10,6,5,1,2,0
419,419,1,4,6,1190,113,10,6,4,1,2,0
420,420,2,1,4,1190,113,1.9,7,1,1,2,1
421,421,2,5,1,1190,113,16,7,3,1,2,0
422,422,2,2,2,1190,113,9.5,7,4,1,2,0
423,423,2,3,6,1190,113,19,7,5,1,2,0
424,424,2,4,7,1190,113,2.3,7,2,1,2,1
425,425,3,5,6,1720,113,14,7,3,1,2,0
426,426,3,4,1,1720,113,13,7,6,1,2,0
427,427,3,2,4,1720,113,8,7,2,1,2,1
428,428,3,1,5,1720,113,1.35,7,1,1,2,1
429,429,3,3,7,1720,113,8.5,7,3,1,2,0
430,430,4,3,1,930,113,3.6,6,2,1,2,0
431,431,4,4,6,930,113,3.2,6,3,1,2,0
432,432,4,1,3,930,113,8.5,6,3,1,2,0
433,433,4,2,2,930,113,2.3,6,1,1,2,1
434,434,4,5,4,930,113,14,6,5,1,2,1
435,435,5,4,4,1190,113,23,7,6,1,2,0
436,436,5,2,7,1190,113,31,7,6,1,2,0
437,437,5,1,3,1190,113,3.3,7,3,1,2,0
438,438,5,3,2,1190,113,3,7,1,1,2,1
439,439,5,5,1,1190,113,3.5,7,2,1,2,1
440,440,6,3,3,1100,113,3.8,8,1,1,2,1
441,441,6,2,2,1100,113,2.4,8,2,1,2,1
442,442,6,5,1,1100,113,23,8,6,1,2,0
443,443,6,1,4,1100,113,19,8,4,1,2,0
444,444,6,4,5,1100,113,2.6,8,3,1,2,0
445,445,7,2,4,1900,113,15,7,7,1,2,0
446,446,7,3,1,1900,113,6.5,7,5,1,2,0
447,447,7,4,6,1900,113,13,7,6,1,2,1
448,448,7,5,5,1900,113,2.5,7,2,1,2,0
449,449,7,1,3,1900,113,3.1,7,1,1,2,0
450,450,1,3,3,1210,128,4.2,12,5,0,2,0
451,451,1,5,8,1210,128,7,12,6,0,2,1
452,452,1,4,2,1210,128,23,12,8,0,2,0
453,453,1,1,1,1210,128,2.1,12,4,0,2,1
454,454,1,2,10,1210,128,5,12,7,0,2,0
455,455,2,4,9,1390,128,5.5,9,6,0,2,1
456,456,2,2,3,1390,128,11,9,7,0,2,0
457,457,2,3,4,1390,128,8,9,8,0,2,0
458,458,2,5,11,1390,128,12,9,9,0,2,1
459,459,3,1,5,1390,128,3.7,10,4,0,2,0
460,460,3,5,3,1390,128,10,10,5,0,2,1
461,461,3,4,1,1390,128,8,10,8,0,2,0
462,462,3,3,7,1390,128,11,10,10,0,2,0
463,463,3,2,6,1390,128,5.5,10,3,0,2,1
464,464,4,2,4,1390,128,10,10,6,0,2,1
465,465,4,1,5,1390,128,4.6,10,4,0,2,1
466,466,4,4,9,1390,128,4.6,10,5,0,2,0
467,467,4,5,1,1390,128,11,10,7,0,2,1
468,468,4,3,6,1390,128,4,10,3,0,2,0
469,469,5,2,1,1210,128,9.5,9,3,0,2,1
470,470,5,3,2,1210,128,9.5,9,8,0,2,0
471,471,5,1,3,1210,128,2.7,9,2,0,2,1
472,472,5,5,5,1210,128,8.5,9,6,0,2,0
473,473,5,4,8,1210,128,4,9,4,0,2,1
474,474,6,3,1,1000,128,31,11,5,0,2,0
475,475,6,2,3,1000,128,3,11,2,0,2,1
476,476,6,4,2,1000,128,5,11,4,0,2,1
477,477,6,1,5,1000,128,2.5,11,1,0,2,1
478,478,6,5,9,1000,128,81,11,8,0,2,0
479,479,7,1,3,1210,128,8,9,3,0,2,1
480,480,7,3,1,1210,128,8,9,6,0,2,0
481,481,7,5,8,1210,128,26,9,8,0,2,0
482,482,7,2,7,1210,128,5,9,1,0,2,1
483,483,7,4,9,1210,128,5,9,5,0,2,0
484,484,8,3,5,1960,128,21,13,9,0,2,0
485,485,8,5,12,1960,128,15,13,7,0,2,0
486,486,8,4,3,1960,128,5,13,4,0,2,0
487,487,8,1,8,1960,128,4.8,13,3,0,2,1
488,488,8,2,9,1960,128,4.4,13,2,0,2,0
489,489,9,1,4,1750,128,5.5,13,4,0,2,0
490,490,9,2,3,1750,128,7,13,7,0,2,0
491,491,9,3,2,1750,128,10,13,8,0,2,0
492,492,9,5,1,1750,128,2.4,13,3,0,2,1
493,493,9,4,7,1750,128,19,13,9,0,2,1
494,494,1,4,3,2100,147,5.5,4,5,0,2,0
495,495,1,3,5,2100,147,5.5,4,6,0,2,1
