,Unnamed: 0,Date,Race,Rank,Number,Distance,Meeting Name 2,Fixed Open Price,Finishing Position,Betting Status,Number of runners,Fixed Open Price Order,weatherCondition,trackCondition
56,56,0,5,1,0,1732,57,0,1,2,7,1,0,2
57,57,0,6,4,0,2132,57,0,0,1,8,6,0,2
58,58,0,6,2,0,2132,57,0,4,1,8,5,0,2
59,59,0,6,5,0,2132,57,0,1,2,8,2,0,2
60,60,0,6,3,0,2132,57,0,0,1,8,7,0,2
61,61,0,6,1,0,2132,57,0,0,1,8,4,0,2
62,62,0,7,1,0,1206,57,0,2,2,8,5,0,2
63,63,0,7,4,0,1206,57,0,4,1,8,10,0,2
64,64,0,7,3,0,1206,57,0,0,1,8,2,0,2
65,65,0,7,5,0,1206,57,0,3,2,8,3,0,2
66,66,0,7,2,0,1206,57,0,0,1,8,7,0,2
67,67,0,9,5,0,1400,87,0,2,2,9,3,0,2
68,68,0,9,3,0,1400,87,0,0,1,9,5,0,2
69,69,0,9,2,0,1400,87,0,3,2,9,1,0,2
70,70,0,9,4,0,1400,87,0,0,1,9,4,0,2
71,71,0,9,1,0,1400,87,0,1,2,9,2,0,2
72,72,0,10,2,0,1200,87,0,0,1,13,13,0,2
73,73,0,10,3,0,1200,87,0,0,1,13,12,0,2
74,74,0,10,4,0,1200,87,0,0,1,13,14,0,2
75,75,0,10,1,0,1200,87,0,0,0,13,10,0,2
76,76,0,10,5,0,1200,87,0,0,1,13,15,0,2
77,77,0,8,3,0,1300,136,0,1,2,11,6,0,2
78,78,0,8,1,0,1300,136,0,0,1,11,5,0,2
79,79,0,8,2,0,1300,136,0,4,1,11,10,0,2
80,80,0,8,5,0,1300,136,0,0,1,11,11,0,2
81,81,0,8,4,0,1300,136,0,0,1,11,14,0,2
82,82,0,1,2,0,1405,11,0,0,0,7,3,1,2
83,83,0,1,3,0,1405,11,0,3,2,7,4,1,2
84,84,0,1,5,0,1405,11,0,2,2,7,5,1,2
85,85,0,1,1,0,1405,11,0,1,2,7,2,1,2
86,86,0,1,4,0,1405,11,0,4,1,7,1,1,2
87,87,0,2,3,0,1005,11,0,2,2,7,2,1,2
88,88,0,2,1,0,1005,11,0,4,1,7,4,1,2
89,89,0,2,5,0,1005,11,0,1,2,7,1,1,2
90,90,0,2,2,0,1005,11,0,0,1,7,3,1,2
91,91,0,2,4,0,1005,11,0,3,1,7,4,1,2
92,92,0,3,3,0,1005,11,0,0,1,12,4,1,2
93,93,0,3,1,0,1005,11,0,2,2,12,2,1,2
94,94,0,3,2,0,1005,11,0,3,2,12,4,1,2
95,95,0,3,5,0,1005,11,0,1,2,12,1,1,2
96,96,0,3,4,0,1005,11,0,0,1,12,3,1,2
97,97,0,4,4,0,1905,11,0,2,2,12,10,1,2
98,98,0,4,1,0,1905,11,0,1,2,12,2,1,2
99,99,0,4,3,0,1905,11,0,0,1,12,9,1,2
100,100,0,4,2,0,1905,11,0,0,1,12,4,1,2
101,101,0,4,5,0,1905,11,0,0,1,12,3,1,2
102,102,0,5,2,0,1405,11,0,0,1,11,3,1,2
103,103,0,5,1,0,1405,11,0,1,2,11,2,1,2
104,104,0,5,3,0,1405,11,0,0,1,11,10,1,2
105,105,0,5,4,0,1405,11,0,3,2,11,7,1,2
106,106,0,5,5,0,1405,11,0,0,1,11,9,1,2
107,107,0,6,4,0,1255,11,0,0,1,12,12,1,2
108,108,0,6,2,0,1255,11,0,0,1,12,3,1,2
109,109,0,6,3,0,1255,11,0,3,2,12,4,1,2
110,110,0,6,1,0,1255,11,0,1,2,12,1,1,2
111,111,0,6,5,0,1255,11,0,2,2,12,11,1,2
112,112,0,7,2,0,1255,11,0,4,1,12,6,1,2
113,113,0,7,3,0,1255,11,0,0,1,12,6,1,2
114,114,0,7,4,0,1255,11,0,0,1,12,3,1,2
115,115,0,7,1,0,1255,11,0,0,1,12,4,1,2
116,116,0,7,5,0,1255,11,0,2,2,12,5,1,2
117,117,0,1,4,0,1850,86,0,0,1,14,9,0,2
118,118,0,1,5,0,1850,86,0,2,2,14,2,0,2
119,119,0,1,1,0,1850,86,0,1,2,14,1,0,2
120,120,0,1,2,0,1850,86,0,0,1,14,7,0,2
121,121,0,1,3,0,1850,86,0,0,1,14,3,0,2
122,122,0,2,2,0,1100,86,0,0,1,11,4,0,2
123,123,0,2,3,0,1100,86,0,0,1,11,3,0,2
124,124,0,2,4,0,1100,86,0,0,1,11,9,0,2
125,125,0,2,5,0,1100,86,0,1,2,11,6,0,2
126,126,0,2,1,0,1100,86,0,0,1,11,2,0,2
127,127,0,3,1,0,1100,86,0,0,1,11,5,0,2
128,128,0,3,2,0,1100,86,0,4,1,11,3,0,2
129,129,0,3,3,0,1100,86,0,1,2,11,2,0,2
130,130,0,3,4,0,1100,86,0,2,2,11,1,0,2
131,131,0,3,5,0,1100,86,0,0,1,11,7,0,2
132,132,0,4,3,0,1100,86,0,1,2,11,8,0,2
133,133,0,4,5,0,1100,86,0,0,1,11,7,0,2
134,134,0,4,2,0,1100,86,0,4,1,11,6,0,2
135,135,0,4,4,0,1100,86,0,2,2,11,9,0,2
136,136,0,4,1,0,1100,86,0,3,2,11,5,0,2
137,137,0,5,5,0,1450,86,0,0,1,10,7,0,2
138,138,0,5,3,0,1450,86,0,4,1,10,4,0,2
139,139,0,5,2,0,1450,86,0,3,2,10,6,0,2
140,140,0,5,4,0,1450,86,0,2,2,10,3,0,2
141,141,0,5,1,0,1450,86,0,1,2,10,2,0,2
142,142,0,6,2,0,1450,86,0,3,2,8,3,0,2
143,143,0,6,1,0,1450,86,0,1,2,8,4,0,2
144,144,0,6,5,0,1450,86,0,0,1,8,7,0,2
145,145,0,6,4,0,1450,86,0,2,2,8,1,0,2
146,146,0,6,3,0,1450,86,0,4,1,8,6,0,2
147,147,0,7,1,0,1450,86,0,2,2,10,6,0,2
148,148,0,7,4,0,1450,86,0,1,2,10,2,0,2
149,149,0,7,2,0,1450,86,0,0,1,10,10,0,2
150,150,0,7,3,0,1450,86,0,0,1,10,5,0,2
151,151,0,7,5,0,1450,86,0,3,2,10,4,0,2
152,152,0,8,5,0,1850,86,0,0,1,13,5,0,2
153,153,0,8,4,0,1850,86,0,1,2,13,4,0,2
154,154,0,8,3,0,1850,86,0,2,2,13,3,0,2
155,155,0,8,2,0,1850,86,0,0,1,13,6,0,2
156,156,0,8,1,0,1850,86,0,0,1,13,8,0,2
157,157,0,9,4,0,1100,86,0,3,2,10,7,0,2
158,158,0,9,3,0,1100,86,0,0,1,10,5,0,2
159,159,0,9,5,0,1100,86,0,0,1,10,6,0,2
160,160,0,9,2,0,1100,86,0,4,1,10,8,0,2
161,161,0,9,1,0,1100,86,0,1,2,10,10,0,2
162,162,0,1,1,0,1000,121,0,0,0,10,3,1,2
163,163,0,1,3,0,1000,121,0,0,1,10,12,1,2
164,164,0,1,5,0,1000,121,0,3,2,10,8,1,2
165,165,0,1,4,0,1000,121,0,0,0,10,7,1,2
166,166,0,1,2,0,1000,121,0,0,1,10,5,1,2
167,167,0,2,4,0,1400,121,0,0,0,11,5,1,2
168,168,0,2,5,0,1400,121,0,3,2,11,6,1,2
169,169,0,2,2,0,1400,121,0,2,2,11,4,1,2
170,170,0,2,1,0,1400,121,0,1,2,11,3,1,2
171,171,0,2,3,0,1400,121,0,0,1,11,8,1,2
172,172,0,3,1,0,1600,121,0,3,2,9,6,1,2
173,173,0,3,3,0,1600,121,0,2,2,9,7,1,2
174,174,0,3,5,0,1600,121,0,0,1,9,8,1,2
175,175,0,3,2,0,1600,121,0,0,1,9,5,1,2
176,176,0,3,4,0,1600,121,0,1,2,9,4,1,2
177,177,0,4,1,0,2000,121,0,0,1,12,2,1,2
178,178,0,4,2,0,2000,121,0,3,2,12,1,1,2
179,179,0,4,3,0,2000,121,0,2,2,12,3,1,2
180,180,0,4,5,0,2000,121,0,0,1,12,7,1,2
181,181,0,4,4,0,2000,121,0,0,1,12,8,1,2
182,182,0,5,5,0,1600,121,0,3,1,6,3,1,2
183,183,0,5,2,0,1600,121,0,4,1,6,6,1,2
184,184,0,5,4,0,1600,121,0,1,2,6,4,1,2
185,185,0,5,3,0,1600,121,0,0,1,6,5,1,2
186,186,0,5,1,0,1600,121,0,2,2,6,1,1,2
187,187,0,6,2,0,1400,121,0,0,1,10,5,1,2
188,188,0,6,4,0,1400,121,0,1,2,10,2,1,2
189,189,0,6,1,0,1400,121,0,4,1,10,1,1,2
190,190,0,6,3,0,1400,121,0,0,1,10,4,1,2
191,191,0,6,5,0,1400,121,0,3,2,10,6,1,2
192,192,0,7,3,0,1200,121,0,0,1,9,4,1,2
193,193,0,7,4,0,1200,121,0,0,1,9,6,1,2
194,194,0,7,1,0,1200,121,0,4,1,9,9,1,2
195,195,0,7,5,0,1200,121,0,1,2,9,2,1,2
196,196,0,7,2,0,1200,121,0,2,2,9,3,1,2
197,197,0,8,1,0,1200,121,0,0,1,12,7,1,2
198,198,0,8,5,0,1200,121,0,1,2,12,3,1,2
199,199,0,8,4,0,1200,121,0,0,1,12,8,1,2
200,200,0,8,2,0,1200,121,0,4,1,12,6,1,2
201,201,0,8,3,0,1200,121,0,3,2,12,5,1,2
202,202,0,1,5,0,1000,125,0,3,1,7,7,0,2
203,203,0,1,4,0,1000,125,0,4,1,7,5,0,2
204,204,0,1,2,0,1000,125,0,2,2,7,2,0,2
205,205,0,1,3,0,1000,125,0,0,1,7,4,0,2
206,206,0,1,1,0,1000,125,0,1,2,7,1,0,2
207,207,0,2,1,0,1600,125,0,4,1,10,3,0,2
208,208,0,2,5,0,1600,125,0,0,1,10,6,0,2
209,209,0,2,3,0,1600,125,0,2,2,10,7,0,2
210,210,0,2,4,0,1600,125,0,0,1,10,5,0,2
211,211,0,2,2,0,1600,125,0,0,1,10,4,0,2
212,212,0,3,2,0,1300,125,0,0,1,10,2,0,2
213,213,0,3,5,0,1300,125,0,4,1,10,6,0,2
214,214,0,3,4,0,1300,125,0,0,1,10,7,0,2
215,215,0,3,1,0,1300,125,0,1,2,10,1,0,2
216,216,0,3,3,0,1300,125,0,3,2,10,3,0,2
217,217,0,4,4,0,1300,125,0,3,2,9,4,0,2
218,218,0,4,3,0,1300,125,0,1,2,9,3,0,2
219,219,0,4,5,0,1300,125,0,0,1,9,8,0,2
220,220,0,4,2,0,1300,125,0,4,1,9,5,0,2
221,221,0,4,1,0,1300,125,0,0,1,9,2,0,2
222,222,0,5,3,0,2000,125,0,4,1,10,8,0,2
223,223,0,5,2,0,2000,125,0,3,2,10,9,0,2
224,224,0,5,4,0,2000,125,0,0,1,10,4,0,2
225,225,0,5,1,0,2000,125,0,2,2,10,5,0,2
226,226,0,5,5,0,2000,125,0,1,2,10,6,0,2
227,227,0,6,1,0,1200,125,0,3,2,8,7,0,2
228,228,0,6,3,0,1200,125,0,1,2,8,4,0,2
229,229,0,6,2,0,1200,125,0,2,2,8,3,0,2
230,230,0,6,5,0,1200,125,0,4,1,8,5,0,2
231,231,0,6,4,0,1200,125,0,0,1,8,6,0,2
232,232,0,7,2,0,1500,125,0,1,2,12,5,0,2
233,233,0,7,1,0,1500,125,0,0,1,12,7,0,2
234,234,0,7,5,0,1500,125,0,0,1,12,3,0,2
235,235,0,7,4,0,1500,125,0,0,1,12,7,0,2
236,236,0,7,3,0,1500,125,0,4,1,12,2,0,2
237,237,0,1,1,0,1050,133,0,1,2,8,4,0,2
238,238,0,1,3,0,1050,133,0,2,2,8,2,0,2
239,239,0,1,4,0,1050,133,0,0,1,8,6,0,2
240,240,0,1,2,0,1050,133,0,3,2,8,2,0,2
241,241,0,1,5,0,1050,133,0,0,1,8,5,0,2
242,242,0,2,5,0,1050,133,0,0,1,8,4,0,2
243,243,0,2,4,0,1050,133,0,1,2,8,7,0,2
244,244,0,2,1,0,1050,133,0,2,2,8,2,0,2
245,245,0,2,2,0,1050,133,0,0,1,8,5,0,2
246,246,0,2,3,0,1050,133,0,0,1,8,6,0,2
247,247,0,3,4,0,1050,133,0,0,0,8,2,0,2
248,248,0,3,1,0,1050,133,0,0,1,8,1,0,2
249,249,0,3,2,0,1050,133,0,3,2,8,5,0,2
250,250,0,3,3,0,1050,133,0,1,2,8,3,0,2
251,251,0,3,5,0,1050,133,0,0,1,8,7,0,2
252,252,0,4,3,0,1050,133,0,0,0,7,4,0,2
253,253,0,4,2,0,1050,133,0,4,1,7,5,0,2
254,254,0,4,1,0,1050,133,0,0,1,7,2,0,2
255,255,0,4,5,0,1050,133,0,0,1,7,7,0,2
256,256,0,4,4,0,1050,133,0,1,2,7,3,0,2
257,257,0,5,4,0,1500,133,0,0,1,7,3,0,2
258,258,0,5,2,0,1500,133,0,0,1,7,4,0,2
259,259,0,5,3,0,1500,133,0,2,2,7,2,0,2
260,260,0,5,1,0,1500,133,0,1,2,7,1,0,2
261,261,0,5,5,0,1500,133,0,4,1,7,6,0,2
262,262,0,6,1,0,1400,133,0,2,2,7,5,0,2
263,263,0,6,5,0,1400,133,0,0,1,7,7,0,2
264,264,0,6,2,0,1400,133,0,1,2,7,2,0,2
265,265,0,6,3,0,1400,133,0,1,2,7,2,0,2
266,266,0,6,4,0,1400,133,0,4,1,7,3,0,2
267,267,0,7,1,0,1100,133,0,1,2,10,2,0,2
268,268,0,7,3,0,1100,133,0,0,1,10,8,0,2
269,269,0,7,4,0,1100,133,0,0,1,10,10,0,2
270,270,0,7,5,0,1100,133,0,4,1,10,4,0,2
271,271,0,7,2,0,1100,133,0,0,0,10,2,0,2
272,272,0,8,2,0,1300,133,0,0,0,10,8,0,2
273,273,0,8,3,0,1300,133,0,1,2,10,4,0,2
274,274,0,8,1,0,1300,133,0,3,2,10,6,0,2
275,275,0,8,4,0,1300,133,0,0,1,10,5,0,2
276,276,0,8,5,0,1300,133,0,2,2,10,9,0,2
277,277,0,1,2,0,1200,170,0,0,1,7,3,0,2
278,278,0,1,1,0,1200,170,0,1,2,7,1,0,2
279,279,0,1,3,0,1200,170,0,2,2,7,2,0,2
280,280,0,1,4,0,1200,170,0,4,1,7,6,0,2
281,281,0,1,5,0,1200,170,0,0,1,7,8,0,2
282,282,0,2,3,0,1350,170,0,4,1,6,4,0,2
283,283,0,2,2,0,1350,170,0,3,1,6,1,0,2
284,284,0,2,1,0,1350,170,0,1,2,6,2,0,2
285,285,0,2,5,0,1350,170,0,0,1,6,9,0,2
286,286,0,2,4,0,1350,170,0,2,2,6,3,0,2
287,287,0,3,4,0,1600,170,0,0,1,9,2,0,2
288,288,0,3,5,0,1600,170,0,0,1,9,6,0,2
289,289,0,3,2,0,1600,170,0,2,2,9,3,0,2
290,290,0,3,1,0,1600,170,0,1,2,9,1,0,2
291,291,0,3,3,0,1600,170,0,0,1,9,8,0,2
292,292,0,4,3,0,1000,170,0,0,1,9,7,0,2
293,293,0,4,4,0,1000,170,0,3,2,9,5,0,2
294,294,0,4,2,0,1000,170,0,1,2,9,1,0,2
295,295,0,4,5,0,1000,170,0,0,1,9,3,0,2
296,296,0,4,1,0,1000,170,0,2,2,9,2,0,2
297,297,0,5,4,0,1200,170,0,0,1,9,7,0,2
298,298,0,5,1,0,1200,170,0,1,2,9,5,0,2
299,299,0,5,3,0,1200,170,0,3,2,9,4,0,2
300,300,0,5,5,0,1200,170,0,2,2,9,2,0,2
301,301,0,5,2,0,1200,170,0,4,1,9,1,0,2
302,302,0,6,3,0,1200,170,0,2,2,6,3,0,2
303,303,0,6,1,0,1200,170,0,1,2,6,2,0,2
304,304,0,6,2,0,1200,170,0,3,1,6,1,0,2
305,305,0,6,5,0,1200,170,0,0,1,6,6,0,2
306,306,0,6,4,0,1200,170,0,0,0,6,4,0,2
307,307,0,7,1,0,1350,170,0,0,1,11,6,0,2
308,308,0,7,5,0,1350,170,0,2,2,11,3,0,2
309,309,0,7,4,0,1350,170,0,1,2,11,12,0,2
310,310,0,7,2,0,1350,170,0,3,2,11,2,0,2
311,311,0,7,3,0,1350,170,0,0,1,11,5,0,2
312,312,0,8,5,0,1600,170,0,4,1,8,4,0,2
313,313,0,8,4,0,1600,170,0,3,2,8,5,0,2
314,314,0,8,2,0,1600,170,0,1,2,8,2,0,2
315,315,0,8,3,0,1600,170,0,2,2,8,3,0,2
316,316,0,8,1,0,1600,170,0,0,1,8,1,0,2
317,317,0,1,4,0,800,78,0,0,1,9,4,1,4
318,318,0,1,1,0,800,78,0,1,2,9,2,1,4
319,319,0,1,2,0,800,78,0,0,1,9,7,1,4
320,320,0,1,3,0,800,78,0,3,2,9,5,1,4
321,321,0,1,5,0,800,78,0,0,1,9,8,1,4
322,322,0,2,5,0,1200,78,0,1,2,8,3,1,4
323,323,0,2,1,0,1200,78,0,4,1,8,1,1,4
324,324,0,2,4,0,1200,78,0,3,2,8,2,1,4
325,325,0,2,2,0,1200,78,0,2,2,8,4,1,4
326,326,0,2,3,0,1200,78,0,0,1,8,5,1,4
327,327,0,3,3,0,1200,78,0,0,1,7,3,1,4
328,328,0,3,4,0,1200,78,0,1,2,7,5,1,4
329,329,0,3,1,0,1200,78,0,2,2,7,4,1,4
330,330,0,3,2,0,1200,78,0,0,1,7,8,1,4
331,331,0,3,5,0,1200,78,0,3,1,7,6,1,4
332,332,0,4,2,0,1666,78,0,0,1,7,4,1,4
333,333,0,4,4,0,1666,78,0,3,1,7,6,1,4
334,334,0,4,3,0,1666,78,0,0,1,7,2,1,4
335,335,0,4,5,0,1666,78,0,4,1,7,5,1,4
336,336,0,4,1,0,1666,78,0,2,2,7,3,1,4
337,337,0,5,5,0,1000,78,0,3,2,8,6,1,4
338,338,0,5,3,0,1000,78,0,0,1,8,8,1,4
339,339,0,5,1,0,1000,78,0,1,2,8,4,1,4
340,340,0,5,2,0,1000,78,0,4,1,8,7,1,4
341,341,0,5,4,0,1000,78,0,2,2,8,5,1,4
342,342,0,6,4,0,1350,78,0,0,1,10,5,1,4
343,343,0,6,1,0,1350,78,0,4,1,10,3,1,4
344,344,0,6,5,0,1350,78,0,0,1,10,4,1,4
345,345,0,6,3,0,1350,78,0,1,2,10,2,1,4
346,346,0,6,2,0,1350,78,0,2,2,10,1,1,4
347,347,0,7,1,0,1350,78,0,0,1,7,4,1,4
348,348,0,7,4,0,1350,78,0,4,1,7,7,1,4
349,349,0,7,2,0,1350,78,0,0,0,7,1,1,4
350,350,0,7,3,0,1350,78,0,1,2,7,3,1,4
351,351,0,7,5,0,1350,78,0,0,0,7,5,1,4
352,352,0,1,1,0,1200,98,0,3,1,6,4,3,2
353,353,0,1,4,0,1200,98,0,1,2,6,5,3,2
354,354,0,1,5,0,1200,98,0,0,1,6,3,3,2
355,355,0,1,2,0,1200,98,0,2,2,6,2,3,2
356,356,0,1,3,0,1200,98,0,0,1,6,6,3,2
357,357,0,2,5,0,1600,98,0,0,1,8,7,3,2
358,358,0,2,4,0,1600,98,0,4,1,8,8,3,2
359,359,0,2,2,0,1600,98,0,2,2,8,5,3,2
360,360,0,2,1,0,1600,98,0,0,1,8,3,3,2
361,361,0,2,3,0,1600,98,0,3,2,8,2,3,2
362,362,0,3,3,0,2040,98,0,0,1,6,6,3,2
363,363,0,3,4,0,2040,98,0,0,1,6,7,3,2
364,364,0,3,5,0,2040,98,0,2,2,6,5,3,2
365,365,0,3,2,0,2040,98,0,3,1,6,3,3,2
366,366,0,3,1,0,2040,98,0,1,2,6,1,3,2
367,367,0,4,1,0,1200,98,0,0,1,9,9,3,2
368,368,0,4,4,0,1200,98,0,0,1,9,12,3,2
369,369,0,4,2,0,1200,98,0,4,1,9,4,3,2
370,370,0,4,3,0,1200,98,0,0,0,9,8,3,2
371,371,0,4,5,0,1200,98,0,2,2,9,5,3,2
372,372,0,5,2,0,955,98,0,0,1,8,9,3,2
373,373,0,5,3,0,955,98,0,0,1,8,12,3,2
374,374,0,5,5,0,955,98,0,0,1,8,13,3,2
375,375,0,5,1,0,955,98,0,2,2,8,6,3,2
376,376,0,5,4,0,955,98,0,4,1,8,7,3,2
377,377,0,6,4,0,2500,98,0,0,1,8,6,3,2
378,378,0,6,5,0,2500,98,0,0,1,8,3,3,2
379,379,0,6,3,0,2500,98,0,2,2,8,4,3,2
380,380,0,6,2,0,2500,98,0,0,0,8,8,3,2
381,381,0,6,1,0,2500,98,0,0,0,8,1,3,2
382,382,0,7,4,0,1200,98,0,1,2,10,4,3,2
383,383,0,7,5,0,1200,98,0,0,1,10,11,3,2
384,384,0,7,3,0,1200,98,0,0,1,10,3,3,2
385,385,0,7,1,0,1200,98,0,0,1,10,8,3,2
386,386,0,7,2,0,1200,98,0,4,1,10,6,3,2
387,387,0,8,3,0,1200,98,0,0,1,9,9,3,2
388,388,0,8,1,0,1200,98,0,0,1,9,4,3,2
389,389,0,8,4,0,1200,98,0,0,1,9,6,3,2
390,390,0,8,5,0,1200,98,0,1,2,9,3,3,2
391,391,0,8,2,0,1200,98,0,0,0,9,5,3,2
392,392,0,1,5,0,1280,110,0,0,1,10,4,0,2
393,393,0,1,3,0,1280,110,0,0,1,10,5,0,2
394,394,0,1,2,0,1280,110,0,0,1,10,2,0,2
395,395,0,1,1,0,1280,110,0,2,2,10,1,0,2
396,396,0,1,4,0,1280,110,0,1,2,10,3,0,2
397,397,0,2,4,0,1450,110,0,2,2,11,3,0,2
398,398,0,2,2,0,1450,110,0,0,1,11,1,0,2
399,399,0,2,5,0,1450,110,0,4,1,11,2,0,2
400,400,0,2,3,0,1450,110,0,3,2,11,5,0,2
401,401,0,2,1,0,1450,110,0,1,2,11,4,0,2
402,402,0,3,1,0,900,110,0,3,2,12,5,0,2
403,403,0,3,3,0,900,110,0,0,1,12,4,0,2
404,404,0,3,2,0,900,110,0,1,2,12,3,0,2
405,405,0,3,4,0,900,110,0,4,1,12,11,0,2
406,406,0,3,5,0,900,110,0,0,1,12,14,0,2
407,407,0,4,2,0,1280,110,0,2,2,8,3,0,2
408,408,0,4,5,0,1280,110,0,3,2,8,6,0,2
409,409,0,4,4,0,1280,110,0,0,1,8,2,0,2
410,410,0,4,1,0,1280,110,0,1,2,8,1,0,2
411,411,0,4,3,0,1280,110,0,0,1,8,3,0,2
412,412,0,5,5,0,1750,110,0,4,1,11,3,0,2
413,413,0,5,4,0,1750,110,0,0,1,11,7,0,2
414,414,0,5,2,0,1750,110,0,0,1,11,5,0,2
415,415,0,5,1,0,1750,110,0,1,2,11,1,0,2
416,416,0,5,3,0,1750,110,0,2,2,11,2,0,2
417,417,0,6,3,0,1500,110,0,0,1,10,6,0,2
418,418,0,6,4,0,1500,110,0,0,1,10,2,0,2
419,419,0,6,1,0,1500,110,0,0,1,10,4,0,2
420,420,0,6,2,0,1500,110,0,3,2,10,1,0,2
421,421,0,6,5,0,1500,110,0,2,2,10,3,0,2
422,422,0,7,1,0,1280,110,0,0,1,11,3,0,2
423,423,0,7,4,0,1280,110,0,2,2,11,5,0,2
424,424,0,7,3,0,1280,110,0,3,2,11,2,0,2
425,425,0,7,5,0,1280,110,0,0,1,11,6,0,2
426,426,0,7,2,0,1280,110,0,1,2,11,1,0,2
427,427,0,8,1,0,900,110,0,0,1,9,7,0,2
428,428,0,8,3,0,900,110,0,0,0,9,8,0,2
429,429,0,8,5,0,900,110,0,0,1,9,10,0,2
430,430,0,8,2,0,900,110,0,0,1,9,3,0,2
431,431,0,8,4,0,900,110,0,3,2,9,6,0,2
432,432,0,1,2,0,1190,113,0,2,2,6,2,1,2
433,433,0,1,3,0,1190,113,0,4,1,6,3,1,2
434,434,0,1,1,0,1190,113,0,1,2,6,1,1,2
435,435,0,1,5,0,1190,113,0,0,1,6,5,1,2
436,436,0,1,4,0,1190,113,0,3,1,6,4,1,2
437,437,0,2,1,0,1190,113,0,1,2,7,1,1,2
438,438,0,2,5,0,1190,113,0,4,1,7,3,1,2
439,439,0,2,2,0,1190,113,0,0,1,7,4,1,2
440,440,0,2,3,0,1190,113,0,0,1,7,5,1,2
441,441,0,2,4,0,1190,113,0,2,2,7,2,1,2
442,442,0,3,5,0,1720,113,0,0,1,7,3,1,2
443,443,0,3,4,0,1720,113,0,0,1,7,6,1,2
444,444,0,3,2,0,1720,113,0,2,2,7,2,1,2
445,445,0,3,1,0,1720,113,0,1,2,7,1,1,2
